Prod_ID,Ques_ID,Question Text,Ans_ID,Ans_Text,Q_A
3,21,How do you secure the bottom of the net?,76,"This is probably unconventional, but I use a Command Strip (pair) on each spindle, putting the netting between the 2 sides of the strips.  It holds really well.","How do you secure the bottom of the net? This is probably unconventional, but I use a Command Strip (pair) on each spindle, putting the netting between the 2 sides of the strips.  It holds really well."
3,21,How do you secure the bottom of the net?,77,"There are strings to attach the top, bottom,  and sides","How do you secure the bottom of the net? There are strings to attach the top, bottom,  and sides"
3,22,Does the 2 pk. as 10' mean two packs of 10' = 20' or just simply the 2pk. = 10'?,78,2 pk @ 10 each equaling 20 feet.  We had an over lap but were able to work it in with no problem.,Does the 2 pk. as 10' mean two packs of 10' = 20' or just simply the 2pk. = 10'? 2 pk @ 10 each equaling 20 feet.  We had an over lap but were able to work it in with no problem.
3,22,Does the 2 pk. as 10' mean two packs of 10' = 20' or just simply the 2pk. = 10'?,79,There are two nets both 10 feet long. Was easy to install and looks a lot better than I was expecting,Does the 2 pk. as 10' mean two packs of 10' = 20' or just simply the 2pk. = 10'? There are two nets both 10 feet long. Was easy to install and looks a lot better than I was expecting
3,22,Does the 2 pk. as 10' mean two packs of 10' = 20' or just simply the 2pk. = 10'?,80,"I don't remember my purchase being a 2-pack but I do know that our Railnet is 10' long.We very much like the product, by the way.One tip: we did not drill into the flooring but rather bought some thin planks and attached them to the hard wood floor with removable Velcro strips. We drilled into those strips to attach the eyelets. This way we can remove things without damage to the floor when the baby is old enough.","Does the 2 pk. as 10' mean two packs of 10' = 20' or just simply the 2pk. = 10'? I don't remember my purchase being a 2-pack but I do know that our Railnet is 10' long.We very much like the product, by the way.One tip: we did not drill into the flooring but rather bought some thin planks and attached them to the hard wood floor with removable Velcro strips. We drilled into those strips to attach the eyelets. This way we can remove things without damage to the floor when the baby is old enough."
4,23,does it work with the symphony,81,I am not sure - but I will say that he Medela customer service was awesome and if you call the number they should be able to hep you with specifics.,does it work with the symphony I am not sure - but I will say that he Medela customer service was awesome and if you call the number they should be able to hep you with specifics.
4,23,does it work with the symphony,82,I honestly don't remember what type of pump I have. I know it's a medela and it's a backpack. It worked really well for me. it's a 12 VDC MAX. Im sorry I couldn't be more helpful. Good luck,does it work with the symphony I honestly don't remember what type of pump I have. I know it's a medela and it's a backpack. It worked really well for me. it's a 12 VDC MAX. Im sorry I couldn't be more helpful. Good luck
4,23,does it work with the symphony,83,"well,did you find out?","does it work with the symphony well,did you find out?"
4,23,does it work with the symphony,84,"I just called the customer service line, and the 12 Volt is compatible with the Symphony. It's Medela item # 67173 for reference.","does it work with the symphony I just called the customer service line, and the 12 Volt is compatible with the Symphony. It's Medela item # 67173 for reference."
4,23,does it work with the symphony,85,yes it does but the car has to be running (not just \'on\'),does it work with the symphony yes it does but the car has to be running (not just \'on\')
4,23,does it work with the symphony,86,"Yes! I use it every day.  It says 12V right on the symphony pump.  However, fyi the plug doesn't fit securely in the hole - ie can come out easily, so you have to push on it a little, but I've never had it come loose and turn off once I'm driving. I asked Medela if I could use this one but they claimed I had to buy the much more expensive one made for Symphony.  This one works just fine with completely normal suction.","does it work with the symphony Yes! I use it every day.  It says 12V right on the symphony pump.  However, fyi the plug doesn't fit securely in the hole - ie can come out easily, so you have to push on it a little, but I've never had it come loose and turn off once I'm driving. I asked Medela if I could use this one but they claimed I had to buy the much more expensive one made for Symphony.  This one works just fine with completely normal suction."
4,24,What is the output current of this adapter?,87,"I purchased the 12-Volt Adapter and it works wonderfully on long road trips for my old Pump In Style Orignal that I puchased in 2005.  I do not have the Advanced model.  12 V is what I purchased, hope this answers your question.","What is the output current of this adapter? I purchased the 12-Volt Adapter and it works wonderfully on long road trips for my old Pump In Style Orignal that I puchased in 2005.  I do not have the Advanced model.  12 V is what I purchased, hope this answers your question."
