Prod_ID,Ques_ID,Question_Text,Ans_Text
21,139,"Expired 2002 Britax Roundabout I know that car seats have a 6 year expiration date, but we have a perfectly good britax roundabout that was made in 02. I feel like if anything was to ever happen to our child in a crash, I couldnt live with myself for using the old seat, but is it really as dangerous as my first time mother's imagination is making it seem?","The other answer is 100% correct!  The plastic becomes brittle over time, meaning it will break much easier in an accident.  This is especially true because carseats are in extremly hot and cold conditions in the car.  A carseat specialist told us that carseats in drier climates should expire after only 4 years.  Hope this helps!"
22,140,Will this cover work on dream on me 3 inch portable crib.matress ?,I don't have that particular mattress but I have a 3 inch mini crib mattress and the sheet fits perfectly. The nice thing about this sheet is it is jersey knit so it stretches and conforms nicely to the mattress. Hope that helps.
22,141,Would it be suggested to use this to cover the \'mattress\' that comes with the pack n play to make the surface not as hard?,Yes it fits that mattress. However I think there is enough room for a larger mattress if you choose to purchase one
22,142,Is this made to fit the pad that comes with a pack n play or for an extra mattress that is bought to fit in the pack n play?,It fits our mattress that came with the pack n play. We didn't buy an extra mattress but I think this pad would fit an extra mattress too.
22,143,Will this fit the Chicco Lullaby LX Playard? Planning for newborn...,I am not sure on the Playard.  It fits my mini crib perfectly.
22,144,It is actually made of cotton?,It is a cotton blend. cotton with some kind of  fiber filling in the quilting.
22,145,"Is this made for a pack 'n play 'on the go' model, which is a little smaller than the regular pack 'n play?  Amazon recommends it w/the on the go mode",hey Kelly its a snug fit on the regular pack n play so if the go is smaller it will be loose. I wouldn't get it for a nb but if your baby is older once a snug sheet is over it you should be fine
22,146,Will this fit over the dream on me foam pack n play mattress? It is a little smaller but I was wondering if it will stretch enough to fit. If not what,No
22,147,Will it fit the Arm's Reach MINI Co-Sleeper?,yes this fits the arm's reach mini co-sleeper.
23,148,"I see some negative reviews about it being to firm, I want a firm but comfy matress for my 11 lb 2 month old..is th","I saw the negative reviews as well before we purchased, but our Pediatrician (w/o making a brand recommendation) highly suggested we go with a mattress on the firmer side.  Our four month old at the time took to it immediately and is still sleeping soundly on it today.  We have rotated the mattress, because it has given in slightly over the time.  I hope this helps!"
23,149,"Since this is waterproof, is it necessary to have a mattress pad with this mat","Considering the firmness of the mattress, we found the mattress pad to be a big plus in added comfort.  I'm not sure if it's necessary for wetness protection though."
23,150,Can you provide some more detail about what the foam in the mattress is made of? What materials are used?,"Of course not, but I also believe she deserves a good nights sleep, and this did not provide that for her! Way too FIRM! As I said before, she might as well have been sleeping on a slab of concrete. My child deserves both the most comfortable, as well as a safe design. This product may be safe, but does not meet the standards for any type of comfort."
24,151,I have green sprout bibs for my infant it their too small for her neck.  She's 4 mos old. Are these bigger?,"My daughter is also 4 months old and these are a bit big on her, but I figure it's better than being too small bc she can grow into them."
24,152,Can i embroider these?,"Yes, they are perfect for monogramming."
24,153,What is the waterproof inner layer made out of?,some sort of plastic
24,154,are these machine was,Yes!
24,155,I recently saw a three-pack of GS bibs at the store and the packaging said 'organic'. Are these organic cotton? Thanks.,"The label on mine just says 75% cotton and 25% polyester. It does say PVC free, BPA free, and formaldehyde free, though."
24,156,are these bibs big for a 9 month old? I want it to cover her so she stays clean... I want a BIG TOWEL ,It fits my 9 1/2 month old well with room to spare.  It only covers baby's shirt.
24,157,Is the terry cloth rough on the face?,No it is not rough. It is like a wash cloth.
24,158,Can I use these for my new born baby from day1,"Yes. They will hang down over their legs depending on the size but it didn't bother me. My daughter was 7lbs, 10oz and 20 inches at birth and it hung at the top of her thigh. Now at six and a half months they go to her belly button. The neck will be slightly big but will still catch drool and spit up."
25,159,How wide is the walk thru opening? Would a 250lb man have to squeeze thru sideways?,18\' and my adult son who is over 400 lbs goes through fine.
